,content,topics
26,implication so this is the original Optimisation problem and when we take this is SVM Optimisation problem we take the Lagrangian which gives us minimization of lwb Alpha we have written lpp Din exprimer so minimise lpw be Alpha half w square minus Sigma Alpha i y w i x i plus B minus one subject to the constraints Alpha I Greater than equal to zero this is by getting the Lagrangian of the Optimisation,26_Lecture_25__SVM___The_Dual_Formulation.wav
27,,27_Lecture_25__SVM___The_Dual_Formulation.wav
28,take the partial derivative of this LP with respect to wnb what we get here is w equal to Sigma Alpha i y XI and from the second one by taking partial derivative of LP with respect to be and setting it 20 we get Sigma Alpha why,28_Lecture_25__SVM___The_Dual_Formulation.wav
29,what it means is that if I substitute this value of w in this expression here is a substitute this value of w signify XI in this expression hear what I get is l pwb Alpha equal to Sigma Alpha minus Sigma Alpha Phi Alpha Jave XT exchange I am sorry so we put w is here so this w becomes half of Alpha Alpha j y y x x 2 - 20 Sigma Alpha bhaiya so this is my LP when I substitute this value of w but we know that signify Y equal to zero from this constraint so this expression on the right side can be ignored and finally we get lwb alpha as this,29_Lecture_25__SVM___The_Dual_Formulation.wav
30,lwb Alpha Sigma Alpha minus half of its equal to 12 m Alpha Phi Alpha why XI transpose exchange now this is a very important formulation and we will look at the properties of this formulation to get certain properties of the support vector machine,30_Lecture_25__SVM___The_Dual_Formulation.wav
31,the dual problem that before we go to that let's look at the dual problem that no problem is maximizing of Jaya Jaya Jaya also is the expression we saw earlier and these are the constraints Alpha greater than equal to zero and Sigma Alpha i y equal to zero this is the word problem which is a portrait programming problem and from this quadratic programming problem we can solve and find the Global maximum value of Alpha I we can find out the values of Alpha by solving this quadratic programming problem and this quadratic programming problem is much easier to solve than the Primal formulation of this is much simpler are because the constraints of simpler and we will see it has certain nice Pro,31_Lecture_25__SVM___The_Dual_Formulation.wav
32,once you solve and get the lagrange multipliers Alpha we can reconstruct the parameter vectors we can find w as Sigma Alpha wire,32_Lecture_25__SVM___The_Dual_Formulation.wav
33,we noticed that Alpha is non zero only for few of the examples those examples are the one which are the ones which are the support vectors so w is obtained from,33_Lecture_25__SVM___The_Dual_Formulation.wav
34,Alpha XI well I Rangers among the support vectors and usually the support vectors of you Vin number and w can be computed from the coordinates of those,34_Lecture_25__SVM___The_Dual_Formulation.wav
35,also when we get a new data point Z in order to find out the output corresponding to this week and compute wtz Jazzy B which is alpha Sigma Alpha i x i z plus bi and we classify it as class 1 if the sum is positive and class to gift otherwise now you know that w need not be form found explicitly we can just use this expression and this expression as a very nice property when you put Z what you are right doing is this is alpha this is why this is excited that so you are taking the dot product,35_Lecture_25__SVM___The_Dual_Formulation.wav
36,vector with your,36_Lecture_25__SVM___The_Dual_Formulation.wav
37,function is given by this dot product of excited and X right so you need not Complex computation reduces to mainly finding this product so you have the dot product between the test point x and the support vector Exide why is this such an exciting thought now Exide is a vector and this can be a high dimensional vector but with if you take the dot product of these two linear vectors what you get is a scalar to the dot product is a scalar,37_Lecture_25__SVM___The_Dual_Formulation.wav
38,look at what are the implications later,38_Lecture_25__SVM___The_Dual_Formulation.wav
39,Optimisation problem also if you look at this formulation very solve the Optimisation,39_Lecture_25__SVM___The_Dual_Formulation.wav
40,what we have is the dot product of the training points solve 5 Alpha why there is either plus one minus one so these are very simple to compute multiply and exciting exchange the dot product of Excise so when we solve the Optimisation problems it involves computing the dot product between all the pairs of training points and the optimal w is linear combination of a small number of data points so these are some of the features about this SVM formulation we stop here today in the next class we will look at certain properties of SVM and how these properties can be used for those formulations of Asian with this I am today's,40_Lecture_25__SVM___The_Dual_Formulation.wav
41,,41_Lecture_25__SVM___The_Dual_Formulation.wav
