,content,topics
68,how to convert a converging process it will converge to a local minima of within clusters,68_Lecture_42___Kmeans_Clustering.wav
69,,69_Lecture_42___Kmeans_Clustering.wav
70,illustrate,70_Lecture_42___Kmeans_Clustering.wav
71,K means algorithm on a particular data set on this data set of the black points carried over for 9,71_Lecture_42___Kmeans_Clustering.wav
72,patient the red blue and green are chosen as cluster centres as a resource,72_Lecture_42___Kmeans_Clustering.wav
73,assignment of the points and based on this assignment it shows the new cluster centres in iteration to iteration 3 result the cluster centres iteration 4 5 and 9 and then which see that,73_Lecture_42___Kmeans_Clustering.wav
74,example of K means,74_Lecture_42___Kmeans_Clustering.wav
75,when we use the k-means algorithm we have to choose a measure of similarity or a measure of distance,75_Lecture_42___Kmeans_Clustering.wav
76,distance measures that one could use more stuff you will be familiar to the UK and,76_Lecture_42___Kmeans_Clustering.wav
77,euclidean distance is the sum of the square,77_Lecture_42___Kmeans_Clustering.wav
78,euclidean distance is given by,78_Lecture_42___Kmeans_Clustering.wav
79,XI minus x JS,79_Lecture_42___Kmeans_Clustering.wav
80,Root over,80_Lecture_42___Kmeans_Clustering.wav
81,is there ke clusters it will look at each cluster it look and the points belonging to the cluster and,81_Lecture_42___Kmeans_Clustering.wav
82,sum of squared distance between the,82_Lecture_42___Kmeans_Clustering.wav
83,,83_Lecture_42___Kmeans_Clustering.wav
84,of the euclidean another and other distance function that one can use is the Manhattan distance which is simple,84_Lecture_42___Kmeans_Clustering.wav
85,Sigma ke x minus x GS in fact these two can be pleased to and something similar can be brought under main course ki measure main ko uski family of distance measured is a more general measure of distance between two points XI and exchange where there are in features excellent stay at two points then features and the distance between them is equal to at think I made a mistake so this is not ke this is Sigma over Sigma over as equal to 1 to end when n is the number of features so what we do is that we look at this is the distance between two points each having and features and we take the distance between prom every dimensional the XI vs minus x JS is the difference in a particular dimension of these two objects in euclidean distance with quick access - 6 years whole square submission and the whole thing Root over in Manhattan distance cal City block this we just 1 exercise minus x Jaise absolute value and,85_Lecture_42___Kmeans_Clustering.wav
86,cal the cosine measure which is a very popular measure when we are dealing with text documents in text documents we often represents a simple representation of a text document is as,86_Lecture_42___Kmeans_Clustering.wav
87,we look at the words in the document and the number of words we look at the set of words and the frequency of each word so when we represent a document as a vector the distance between two different documents,87_Lecture_42___Kmeans_Clustering.wav
88,used as a cosine of the two vectors present in the document is very popular when we work with text documents euclidean distance does not work well,88_Lecture_42___Kmeans_Clustering.wav
89,distance measures for example the mahalanobis distance between 2.6 Ion exchange is given by x i minus x 6 sigma inverse x,89_Lecture_42___Kmeans_Clustering.wav
90,correlation Coefficient for example Pearson correlation which is given by covariance of excellence Jet / the standard deviation of Exide X standard,90_Lecture_42___Kmeans_Clustering.wav
91,testis measures can be used depending on the domain in which you are applying,91_Lecture_42___Kmeans_Clustering.wav
92,is guaranteed to convert because as you go to the iterations the within squares within cluster sum of squared distance will go on monotonically decreasing and thus improve the Pose MJ suppose you have ke clusters M1 M2 MGR the means of the clusters and suppose mg is the number of members in,92_Lecture_42___Kmeans_Clustering.wav
93,5 - a whole square this quantity reaches minimum under the following conditions these conditions are given as you take the differentiation of this you get Sigma - 2 x minus 1 equal to zero from this you will find that Sigma XI equal to Sigma a and because the cluster has MGM but this is equal to MJ or you take a equal to 1 by MJ Sigma XI so if you take a equal to 1 by MJ Sigma XI,93_Lecture_42___Kmeans_Clustering.wav
94,the Chupa status the centre of the,94_Lecture_42___Kmeans_Clustering.wav
95,do this then this is what we're doing in K means very computing the cluster Centre as the centroid of the points which belong to the clustered and if it to that this will give you a reduction in the quantity of the clusters,95_Lecture_42___Kmeans_Clustering.wav
96,,96_Lecture_42___Kmeans_Clustering.wav
97,the time to compute the distance between two objects is ko and n is the number of,97_Lecture_42___Kmeans_Clustering.wav
98,clusters takes ok I'm so uniform many distance computations vi entry point where I am objects then features,98_Lecture_42___Kmeans_Clustering.wav
99,M objects that I stay clusters in the reassignment step every object you checked its distance with each of the cluster centres and reassigned to the closest to the reassignment face will take ok I'm computations of distance and each computation of distance is takes time and so iteration takes ok M and so is there a t m,99_Lecture_42___Kmeans_Clustering.wav
100,total time take,100_Lecture_42___Kmeans_Clustering.wav
101,o PK,101_Lecture_42___Kmeans_Clustering.wav
102,for K sound usually they converge quite quickly and it is usually,102_Lecture_42___Kmeans_Clustering.wav
103,time to run this,103_Lecture_42___Kmeans_Clustering.wav
104,advantages of K means it is a fast and easy to understand relatively efficient and it gives Board result when the data set a distinct or well separated,104_Lecture_42___Kmeans_Clustering.wav
105,disadvantages it requires a Priority specification of the number of clusters that a square has to be given also the k-means algorithm that we have described does a hard assignment on partitioning of the objects to each object has to belong to exactly one cluster so there are situations where one object may have similarity to put,105_Lecture_42___Kmeans_Clustering.wav
106,soft clustering algorithm which assign,106_Lecture_42___Kmeans_Clustering.wav
107,multiple clusters per 10 km is a hard assignment,107_Lecture_42___Kmeans_Clustering.wav
108,depending on the domain the distance measure has to be carefully chosen if using euclidean distance measure it leads to unequal Waiting of the underlying factors and it is not a very good distance function to be used for sometime,108_Lecture_42___Kmeans_Clustering.wav
109,so came in call to the only work when the means of the objects can be defined so if the,109_Lecture_42___Kmeans_Clustering.wav
110,using have a lot of categories then you cannot find the means so K means is not,110_Lecture_42___Kmeans_Clustering.wav
111,k-means only gives you a local Optima not the,111_Lecture_42___Kmeans_Clustering.wav
112,taken from Bishop spoken machine learning shows K means algorithm applied,112_Lecture_42___Kmeans_Clustering.wav
113,if you look at an image and image can be described in terms of the number of in terms of the pixels there are various pixels in an image,113_Lecture_42___Kmeans_Clustering.wav
114,pixel is described by the r g and B wax,114_Lecture_42___Kmeans_Clustering.wav
115,image can have very many colours suppose you want to do not the image in terms of a few number of colours so what happened do is that you can take every colour that is there in the image and cluster,115_Lecture_42___Kmeans_Clustering.wav
116,that's it take one to ten you can read draw the image using only 10 plus colours look at the slide we have X1 X2 X3 as the different pixel colours we use k-means algorithm which comes up with ke clusters of colours and this shows that when ke equal to 2 then used to colours will get this image 3 colours will get this image 10 colours will get this image was this is the original image this is an example of application of cabinets,116_Lecture_42___Kmeans_Clustering.wav
117,example from the book where the green points are the objects the red and blue at the initial cluster centre,117_Lecture_42___Kmeans_Clustering.wav
118,is shows the reassignment of points to the cluster centre,118_Lecture_42___Kmeans_Clustering.wav
119,new cluster centres again the reassignment of the points the new cluster centre,119_Lecture_42___Kmeans_Clustering.wav
120,assignment of the points new cluster centres reassignment of the points and there is cut,120_Lecture_42___Kmeans_Clustering.wav
121,I will very briefly talk about model,121_Lecture_42___Kmeans_Clustering.wav
122,we have an iterator,122_Lecture_42___Kmeans_Clustering.wav
123,now I will very briefly describe a model based clustering algorithm in model based clustering what we do is that we as you,123_Lecture_42___Kmeans_Clustering.wav
124,that that is a model from its the data is,124_Lecture_42___Kmeans_Clustering.wav
125,,125_Lecture_42___Kmeans_Clustering.wav
126,we want to find k cluster,126_Lecture_42___Kmeans_Clustering.wav
127,prove that the model of the clusters is given by K probability,127_Lecture_42___Kmeans_Clustering.wav
128,and the model parameters,128_Lecture_42___Kmeans_Clustering.wav
129,chawal teacher to teacher for example we can assume that,129_Lecture_42___Kmeans_Clustering.wav
130,cluster is model bhaiya,130_Lecture_42___Kmeans_Clustering.wav
131,we can think of vitamin is the mean of the gosselin distribution corresponding to plaster one we can assume that all the options have same variance and saponification the variance of what he could also say that the parameters are new and variance mean and variance of cost that feature 12 seater ke and parameters of the probability distribution corresponding to the ke class,131_Lecture_42___Kmeans_Clustering.wav
132,now we are given data x x is my set of objects so we have to find it,132_Lecture_42___Kmeans_Clustering.wav
133,clustering behaviour that the data is being generated from a model we are given that data we have to find the per,133_Lecture_42___Kmeans_Clustering.wav
134,find theta 2 theta,134_Lecture_42___Kmeans_Clustering.wav
135,call this big tits,135_Lecture_42___Kmeans_Clustering.wav
136,we have to find the parameters such that such that,136_Lecture_42___Kmeans_Clustering.wav
137,likelihood of the data is the maximum for that you find that set of parameters for which the probability of generating x,137_Lecture_42___Kmeans_Clustering.wav
138,we want to find theta sin theta to Pita K such that probability ex given the Terminator 2 theta case the highest or equivalent please such that the log of this probability is the highest this is called the likelihood of the data this is called the long likelihood of the data and we want to maximize this lot like,138_Lecture_42___Kmeans_Clustering.wav
139,model we have a slight deviation from the earlier model we assume that a particular point x i,139_Lecture_42___Kmeans_Clustering.wav
140,X I need not belong to only one cluster Raja exercise has a probability of belonging to different classes so I may have certain probability of belonging to the cluster theta one another probability of belonging to the plastics Peter to so that the sum of this,140_Lecture_42___Kmeans_Clustering.wav
141,every point can be generated by multiple distributions with some probability this is what,141_Lecture_42___Kmeans_Clustering.wav
142,Ford,142_Lecture_42___Kmeans_Clustering.wav
143,standard how to do in order to do this and that also is called that em,143_Lecture_42___Kmeans_Clustering.wav
144,have you that Vitamin C in the simplest case we assume that they represent the class,144_Lecture_42___Kmeans_Clustering.wav
145,iterate between two,145_Lecture_42___Kmeans_Clustering.wav
146,this Two Steps at the east and the M still in the East,146_Lecture_42___Kmeans_Clustering.wav
147,assign the objects to play,147_Lecture_42___Kmeans_Clustering.wav
148,,148_Lecture_42___Kmeans_Clustering.wav
149,,149_Lecture_42___Kmeans_Clustering.wav
150,step we estimate the model parameters based on this assign,150_Lecture_42___Kmeans_Clustering.wav
151,,151_Lecture_42___Kmeans_Clustering.wav
152,based on this assignment we estimate the model parameters so as to maximize the likelihood of the given assignment of points so we do a maximum likelihood estimate of the maximum likelihood estimate of the model parameters so this is the em album and these two steps,152_Lecture_42___Kmeans_Clustering.wav
153,for example in order to assign object to clusters as he said that we need not do a hard assignment rather we do a probabilistic assignment so we probabilistically assign from points to clusters so we want to find probability of the class 10 mean given the point given the abs,153_Lecture_42___Kmeans_Clustering.wav
154,for example for this we can use Bayes rule which tells us that this is equal to probability of the mean,154_Lecture_42___Kmeans_Clustering.wav
155,x,155_Lecture_42___Kmeans_Clustering.wav
156,bility of point given me,156_Lecture_42___Kmeans_Clustering.wav
157,X / probability of the,157_Lecture_42___Kmeans_Clustering.wav
158,and from the data we can find out probability of point given in the em step we find the weight we find that each name the maximum likelihood estimate of the mean is the weighted average of the,158_Lecture_42___Kmeans_Clustering.wav
159,weighted average of the points belonging to each cluster and what is the weight weight is the probability of the point belonging to the cluster Vivek,159_Lecture_42___Kmeans_Clustering.wav
160,equal to probability,160_Lecture_42___Kmeans_Clustering.wav
161,mean give,161_Lecture_42___Kmeans_Clustering.wav
162,2000,162_Lecture_42___Kmeans_Clustering.wav
163,for example in this particular case if you look at the slide in the cml initialising ke cluster centres in the east we assign points to clusters probability that excite the point x tribe belongs to the class 10th C K is given by probability of exile given sikhe / summation over Jay Probability excisable and the weight can be computed as summation over I probability excited sikhe by in when is the points belonging to the cluster in the maximization step we estimate the model parameters as our,163_Lecture_42___Kmeans_Clustering.wav
164,1 by N summation equal to 12 and probability excited nck / Sigma,164_Lecture_42___Kmeans_Clustering.wav
165,particular instance of the em so as you can see that the k-means algorithm is also an example of the em algorithm but with certain restrictions so that we allow the point belonging to only,165_Lecture_42___Kmeans_Clustering.wav
166,we represent the data set in terms of ke clusters each of which is summarised by the cluster Centre UK initialised means that iterate between two phases in the came in south-east we assign it a point to the nearest prototype M step we update Prototype 2 the clusters is an example of the year but in general and I am also is more general and we can use model this class 12 with this I stop today's live,166_Lecture_42___Kmeans_Clustering.wav
